,Conservation Status,Phylum,Class,Order,Family,Scientific Name,Diet,Common Name,Color,Skin Type,Lifespan,Type,Predators,Birth rate,Conception Period,Habitat Loss,Climate Change,Human Influance,Pollution,Hunting,Predation,Disease,Invasive Species,Food Competition,Number Of Threats,Africa,America,Asia,Europe,Oceania,Ocean,Antarctica,Number Of Locations,IsExtinct
566,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Porphyrio albus,Herbivore,White swamphen,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
567,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Mareca marecula,Herbivore,Amsterdam wigeon,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
568,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Eclectus infectus,Herbivore,Oceanic eclectus parrot,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
569,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus leucophaeus,Herbivore,Bluebuck,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,0,1,0,0,0,1,4,1,0,0,0,0,0,0,1,1
570,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Macrotis leucura,Herbivore,Lesser bilby,BrownBlackWhite,None,15,Mammal,1,1,21,1,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1
571,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Juscelinomys candango,Herbivore,Candango mouse,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
572,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Kinosternon hirtipes megacephalum,Herbivore,Viesca mud turtle,BrownBlackWhite,None,15,Mammal,1,1,21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
573,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Leucopeza semperi,Herbivore,Semper's warbler,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
574,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Notropis aulidion,Herbivore,Durango shiner,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1
575,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Paroreomyza flammea,Herbivore,Kākāwahie,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1
576,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Cryptonanus ignitus,Herbivore,Red-bellied gracile opossum,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1
577,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Achyranthes atollensis,Herbivore,Hawaii chaff flower,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1
578,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Barbodes disa,Herbivore,Barbodes disa,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
579,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Coenocorypha iredalei,Herbivore,South Island snipe,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
580,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Coregonus kiyi orientalis,Herbivore,Lake Ontario kiyi,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,1,1
581,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Coturnicops noveboracensis goldmani,Herbivore,Goldman's yellow rail,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
582,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Notropis simus simus,Herbivore,Rio Grande bluntnose shiner,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1
583,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Tadorna cristata,Herbivore,Crested shelduck,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
584,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Epioblasma turgidula,Herbivore,Turgid blossom,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
585,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Gila bicolor isolata,Herbivore,Independence Valley tui chub,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
586,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Epioblasma lenior,Herbivore,Narrow catspaw,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
587,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Labidura herculeana,Herbivore,Saint Helena earwig,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
588,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Mystacina robusta,Herbivore,New Zealand greater short-tailed bat,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1
589,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Gambusia amistadensis,Herbivore,Amistad gambusia,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1
590,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Xenicus longipes,Herbivore,Bushwren,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
591,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Akialoa stejnegeri,Herbivore,Kauaʻi ʻakialoa,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1
592,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Coregonus nigripinnis,Herbivore,Blackfin cisco,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
593,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Epioblasma torulosa torulosa,Herbivore,Tubercled blossom,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
594,Extinct,Chordata,Mammalia,Artiodactyla,Bovidae,Bos sauveli,Herbivore,Kouprey,BrownBlackWhite,None,15,Mammal,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
595,Near Threatened,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta africana africana,Herbivore,African Bush Elephant,BrownGrey,Leather,60,Mammal,3,1,86,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0
596,Endangered,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta cyclotis,Herbivore,African Forest Elephant,BrownGrey,Leather,60,Mammal,3,1,94,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0
597,Endangered,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas maximus,Herbivore,Elephas maximus,BrownGreyBlack,Leather,55,Mammal,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
598,Critically Endangered,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas maximus borneensis,Herbivore,Elephas maximus borneensis,BrownGreyBlack,Leather,55,Mammal,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
599,Near Threatened,Chordata,Mammalia,Proboscidea,Elephantidae,None,Herbivore,None,Grey,Leather,55,Mammal,2,1,86,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
600,Endangered,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas maximus indicus,Herbivore,Elephas maximus indicus,BrownGreyBlack,Leather,55,Mammal,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
601,Endangered,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas Maximus Maximus,Herbivore,Elephas Maximus Maximus,BrownGreyBlack,Leather,55,Mammal,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
602,Critically Endangered,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas Maximus Sumatranus,Herbivore,Elephas Maximus Sumatranus,BrownGreyBlack,Leather,55,Mammal,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
603,Extinct,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus Primigenius,Herbivore,Mammuthus Primigenius,BrownBlackTan,Hair,60,Mammal,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
604,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Hemiauchenia macrocephala,Herbivore,Long-legged llama,BrownGreyBlack,None,55,Mammal,2,1,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
605,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Glossotherium sp.,Herbivore,Glossothere,BrownGreyBlack,None,55,Mammal,2,1,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
606,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Notiomastodon platensis,Herbivore,Lowland gomphothere,BrownGreyBlack,None,55,Mammal,2,1,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
607,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Mylodon darwini,Herbivore,Darwin's mylodon,BrownGreyBlack,None,55,Mammal,2,1,86,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
608,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Equus neogeus,Herbivore,Large South American horse,BrownGreyBlack,None,55,Mammal,2,1,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
609,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Glyptodon sp.,Herbivore,Common glyptodont,BrownGreyBlack,None,55,Mammal,2,1,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
610,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Hoplophorus euphractus,Herbivore,Brazilian glyptodont,BrownGreyBlack,None,55,Mammal,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
611,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Palaeolama mirifica,Herbivore,Stout-legged llama,BrownGreyBlack,None,55,Mammal,2,1,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
612,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Propraopus sulcatus,Herbivore,giant armadillo,BrownGreyBlack,None,55,Mammal,2,1,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
613,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Scelidotherium leptocephalum,Herbivore,Narrow-headed ground sloth,BrownGreyBlack,None,55,Mammal,2,1,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
614,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Eutatus seguini,Herbivore,Pampean giant armadillo,BrownGreyBlack,None,55,Mammal,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
615,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Equus lambei,Herbivore,Yukon horse,BrownGreyBlack,None,55,Mammal,2,1,86,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1
616,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Megalotragus priscus,Herbivore,Giant hartebeest,BrownGreyBlack,None,55,Mammal,2,1,86,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1
617,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Aenocyon dirus,Herbivore,Dire wolf,BrownGreyBlack,None,55,Mammal,2,1,86,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
618,Extinct,Chordata,Mammalia,Proboscidea,†Mammutidae,Mammut americanum,Herbivore,American mastodon,BrownGreyBlack,None,55,Mammal,2,1,86,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1
619,Endangered,Chordata,Mammalia,Cetacea,Platanistoidea,Platanistoidea,Carnivore,Platanistoidea,GreyPink,Smooth,12,Mammal,1,1,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
620,Endangered,Chordata,Mammalia,Cetacea,Balaenopteridae,Balsenoptera musculus,Carnivore,Blue Whale,GreyBlueBlackWhite,Smooth,30,Mammal,2,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
621,Least Concern,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops Truncatus,Omnivore,Tursiops Truncatus,Light GreyDark Grey,Smooth,20,Mammal,3,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
622,Data Deficient,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus obscurus,Carnivore,Dusky Dolphin,GreyBlueBlackWhite,Smooth,18,Mammal,3,1,47,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0
623,Endangered,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera Physalus,Carnivore,Balaenoptera Physalus,GreyBlueBlackWhite,Smooth,50,Mammal,2,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
624,Least Concern,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera novaeangliae,Omnivore,Humpback whales,GreyBlackWhite,Smooth,45,Cetaceans,2,1,47,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
625,Endangered,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus orca,Carnivore,Orcinus orca,BlackWhite,Smooth,6,Mammal,2,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
626,Near Threatened,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera acutorostrata,Carnivore,Minke Whale,BrownGreyBlackWhite,Smooth,50,Mammal,3,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
627,Endangered,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera borealis,Carnivore,Sei Whale,GreyWhite,Smooth,70,Mammal,1,1,43,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
628,Vulnerable,Chordata,Mammalia,Cetacea,Physeteridae,Physeter macrocephalus,Carnivore,Sperm Whale,GreyWhite,Smooth,60,Cetacean Common nam,3,1,60,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
629,Near Threatened,Chordata,Mammalia,Xenarthra,Myrmecophagidae,Myrmecophaga Tridactyla,Omnivore,Myrmecophaga Tridactyla,BrownGreyBlackTan,Fur,9,Mammal,3,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
630,Least Concern,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus Arcticus,Herbivore,Lepus Arcticus,GreyWhite,Fur,3,Mammal,6,6,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
631,Near Threatened,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Herbivore,Lepus,BrownBlackWhiteTan,Fur,8,Mammal,3,6,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0
632,Least Concern,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona Minor,Herbivore,Ochotona Minor,BrownGreyBlackWhiteTan,Fur,6,Mammal,3,3,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0
633,Least Concern,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,Herbivore,Oryctolagus cuniculus,BrownGreyBlackWhiteTan,Fur,8,Mammal,6,6,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,0
634,Endangered,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypodidae,Omnivore,Dasypodidae,GreyBlackPink,Hard Skin,4,Mammal,3,4,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
635,Vulnerable,Chordata,Mammalia,Cingulata,Chlamyphoridae,Priodontes maximus,Carnivore,Giant armadillo,GreyBlack,Hard Skin,12,Mammal,3,1,17,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
636,Near Threatened,Chordata,Mammalia,Cingulata,Dasypodidae,Chlamyphorus truncatus,Omnivore,Chlamyphorus truncatus,Pale Rose,Shell,5,Mammal,1,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
637,Endangered,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia madagascariensis,Omnivore,Aye Aye,BlackDark Brown,Fur,10,Mammal,3,1,24,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0
638,Least Concern,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Omnivore,Baboon,BrownGreyYellowBlackSilverOlive,Hair,15,Mammal,3,1,24,1,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,2,0
639,Endangered,Chordata,Mammalia,Primates,Hominidae,Pan paniscus,Omnivore,Pan paniscus,BrownGreyBlack,Hair,40,Mammal,3,1,1029,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
640,Critically Endangered,Chordata,Mammalia,Primates,Hominidae,Pongo pygmaeus,Omnivore,Bornean Orang-utan,BrownGreyRedBlackOrange,Hair,30,Mammal,3,1,39,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
641,Least Concern,Chordata,Mammalia,Primates,Galagidae,"Senegal galago, Lesser bush baby, nagapies",Omnivore,Bush baby,BrownGreyYellow,Fur,16,Mammal,6,1,18,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
642,Endangered,Chordata,Mammalia,Primates,Hominidae,Pan troglodytes,Omnivore,Chimpanzee,BrownBlack,Hair,50,Mammal,3,1,34,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
643,Critically Endangered,Chordata,Mammalia,Primates,Callitrichidae,Saguinus Oedipus,Omnivore,Saguinus Oedipus,BrownBlackWhiteTan,Fur,8,Mammal,3,2,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
644,Least Concern,Chordata,Mammalia,Primates,Cercopithecidae,Macaca Fascicularis,Carnivore,Macaca Fascicularis,BrownGreyYellowWhite,Fur,15,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
645,Critically Endangered,Chordata,Mammalia,Primates,Hominidae,Gorilla gorilla diehli,Herbivore,Gorilla gorilla diehli,GreyBlack,Hair,35,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
646,Critically Endangered,Chordata,Mammalia,Primates,Cercopithecidae,"Costumed apes, five color douc (for the red-shanked douc), Queen of Primates, douc langur",Herbivore,Douc,GreyRedBlackWhiteOrange,Fur,24,Primate,2,1,24,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
647,Critically Endangered,Chordata,Mammalia,Primates,Hominidae,Gorilla berengei,Omnivore,Gorilla berengei,BrownGreyBlack,Hair,35,Mammal,2,1,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
648,Endangered,Chordata,Mammalia,Primates,Hominidae,Gorilla Berengei Graueri,Omnivore,Gorilla Berengei Graueri,BrownGreyBlack,Hair,35,Mammal,2,1,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
649,Least Concern,Chordata,Mammalia,Primates,Callitrichidae,Saguinus Imperator,Omnivore,Saguinus Imperator,BrownGreyBlackWhite,Fur,8,Mammal,3,2,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
650,Least Concern,Chordata,Mammalia,Primates,Callitrichidae,Saguinus Geoffroyi,Omnivore,Saguinus Geoffroyi,BrownGreyBlackWhite,Fur,8,Mammal,3,2,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
651,Near Threatened,Chordata,Mammalia,Primates,Hylobatidae,Hylobatidae,Omnivore,Hylobatidae,BrownGreyYellowBlackWhite,Hair,4,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
652,Endangered,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus rosalia,Omnivore,Leontopithecus rosalia,BrownBlackGoldOrange,Hair,15,Mammal,4,2,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
653,Near Threatened,Chordata,Mammalia,Primates,Hominidae,None,Omnivore,None,GreyBlack,Hair,50,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
654,Least Concern,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus murinus,Omnivore,Microcebus murinus,BrownGreyBlackWhite,Fur,3,Mammal,3,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
655,Least Concern,Chordata,Mammalia,Primates,Atelidae,Alouatta,Omnivore,Alouatta,BrownBlackTan,Hair,15,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
656,Least Concern,Chordata,Mammalia,Primates,Hominidae,Homo Sapiens Sapiens,Omnivore,Homo Sapiens Sapiens,BrownBlackWhiteTanOlive,Smooth,8,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0
657,Endangered,Chordata,Mammalia,Primates,Indriidae,Indri indri,Herbivore,Indri,BrownGreyBlackWhite,Fur,15,Mammal,3,1,17,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
658,Near Threatened,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fuscata,Omnivore,Japanese Macaque,BrownGrey,Fur,25,Mammal,3,1,21,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
659,Least Concern,Chordata,Mammalia,Primates,Lemuridae,Lemur Catta,Omnivore,Lemur Catta,BrownGreyBlackWhite,Fur,10,Mammal,3,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
660,Near Threatened,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus Sphinx,Omnivore,Mandrillus Sphinx,BrownGreyBlackWhiteTan,Fur,8,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
661,Least Concern,Chordata,Mammalia,Primates,Cebidae,Macaca Fascicularis,Omnivore,Macaca Fascicularis,BrownGreyYellowBlackWhiteTan,Hair,10,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,5,0
662,Endangered,Chordata,Mammalia,Primates,Hominidae,Gorilla Berengei Berengei,Omnivore,Gorilla Berengei Berengei,BrownGreyBlack,Hair,50,Mammal,2,1,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
663,Extinct,Chordata,Mammalia,Primates,Hominidae,Homo Sapiens Neanderthalensis,Omnivore,Homo Sapiens Neanderthalensis,BrownBlackWhiteTanOlive,Smooth,50,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1
664,Critically Endangered,Chordata,Mammalia,Primates,Hominidae,"Pongo pygmaeus, Pongo abelii, Pongo tapanuliensis",Omnivore,Orang-utan,BrownGreyRedBlackOrange,Hair,30,Mammal,3,1,39,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,0
665,Least Concern,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,Omnivore,Patas Monkey,BrownGreyRedBlackWhite,Hair,12,Mammal,3,1,21,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0
666,Critically Endangered,Chordata,Mammalia,Primates,Callitrichidae,Saguinus bicolor,Omnivore,Saguinus bicolor,BrownRedBlackWhiteTan,Fur,8,Mammal,3,2,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
667,Endangered,Chordata,Mammalia,Primates,Cercopithecidae,Nasalis larvatus,Omnivore,Proboscis Monkey,BrownGreyRedWhiteTanOrange,Fur,15,Mammal,3,1,24,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
668,Near Threatened,Chordata,Mammalia,Primates,Callitrichidae,Callithrix pygmaea,Omnivore,Callithrix pygmaea,BrownGreyBlackWhiteTan,Fur,12,Mammal,3,2,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
669,Least Concern,Chordata,Mammalia,Primates,Callitrichidae,Saguinus midas,Omnivore,Saguinus midas,BrownRedBlackGoldTan,Fur,8,Mammal,3,2,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
670,Least Concern,Chordata,Mammalia,Primates,Atelidae,Simia Paniscus,Omnivore,Simia Paniscus,BrownGreyBlackWhite,Hair,15,Mammal,3,1,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
671,Least Concern,Chordata,Mammalia,Primates,Cebidae,Saimiri,Omnivore,Squirrel Monkey,GreyYellowBlackOlive,Fur,15,Mammal,3,1,24,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0
672,Critically Endangered,Chordata,Mammalia,Primates,Hominidae,Pongo abelii,Omnivore,Sumatran Orang-utan,BrownGreyRedOrange,Hair,30,Mammal,2,1,39,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,0
673,Critically Endangered,Chordata,Mammalia,Primates,Hominidae,Pongo tapanuliensis,Omnivore,Tapanuli Orang-utan,BrownGreyRedBlackOrange,Hair,30,Mammal,2,1,39,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,0
674,Endangered,Chordata,Mammalia,Primates,Tarsiidae,Tarsius,Carnivore,Tarsier,BrownGreyGolden,Fur,12,Mammal,3,1,26,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,3,0
675,Vulnerable,Chordata,Mammalia,Primates,Pitheciidae,Cacajao,Omnivore,Uakari,BrownRedBlackWhite,Fur,16,Mammal,3,1,1,1,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,1,0
676,Least Concern,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus pygerythrus,Omnivore,Vervet Monkey,BrownGreyBlackSilverOlive,Fur,12,Mammal,3,1,23,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
