,Common Name,Binomial name,Locations,Last record,Biggest Threat,Kingdom,Phylum,Class,Order,Family,Genus,Subphylum,Subfamily,Species,Tribe,Subtribe,Clade,Suborder,Infraclass,Declared extinct,Subspecies,Subgenus
239,Upland moa,Megalapteryx didinus,"South Island, New Zealand",1300-1422,Hunting.[110],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
240,Edwards' koala lemur,Megaladapis edwardsi,Madagascar,1300-1430,Hunting and vegetation changes caused by livestock.[83],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
241,Eua rail,Hypotaenidia vekamatolu,"Eua, Tonga",1300-1800,Undetermined.[53],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
242,Bush moa,Anomalopteryx didiformis,New Zealand,1310-1420,Hunting.[110],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
243,Eastern moa,Emeus crassus,"South Island, New Zealand",1320-1350,Hunting.[112],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
244,Haast's eagle,Hieraaetus moorei,"South Island, New Zealand",1320-1350,Deforestation and loss of prey. Possibly also predation of nests by introduced pigs and rats.[53],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
245,Southern sloth lemur,Palaeopropithecus ingens,Southwestern Madagascar,1320-1630,Hunting and vegetation changes caused by livestock.[83],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
246,Hispaniola woodcock,Scolopax brachycarpa,Hispaniola,1320-1380,Undetermined.[113],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
247,Waitaha penguin,Megadyptes waitaha,"Coastal South Island, New Zealand",1347-1529,Hunting.[114],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
248,Scarlett's shearwater,Puffinus spelaeus,"Western South Island, New Zealand",1350,Predation by polynesian rats.[103],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
249,Giant Hawaii goose,Branta rhuax,"Hawai'i, Hawaii, United States",1380-1500,Probably hunting.[53],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
250,Great ground dove,Pampusana nui,French Polynesia and Cook Islands,1390-1470,Undetermined.[14],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
251,Crested moa,Pachyornis australis,"SubalpineSouth Island, New Zealand",1396-1442,Hunting.[110],Animalia,Chordata,Aves,†Dinornithiformes,†Emeidae,†Pachyornis,,,†P. australis,,,,,Palaeognathae,,,
252,Pico Island,Rallus montivagorum,"Pico Island, Açores, Portugal",1400-1450,Undetermined.[53],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
253,Tenerife giant lizard,Gallotia goliath,"Tenerife andLa Palma, Canary Islands",1400-1500,Hunting.[105],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
254,Kauaʻi finch,Telespiza persecutrix,"Kaua'i and Oahu, Hawaii, United States",1425-1660,Undetermined.[14],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
255,South Island giant moa,Dinornis robustus,"South Island, New Zealand",1451-1952,Hunting.[110],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
256,South American wolf,Dusicyon avus,Southern Cone,1454-1626,"Possibly climate change, hunting, and competition withdomestic dogs.[117]",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
257,Dwarf thick-knee,Burhinus nanus,Bahamas,1460-1660,Undetermined.[118],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
258,Broad-billed moa,Euryapteryx curtus,"North, South, andStewart Islandof New Zealand",1464-1637,Hunting.[110],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
259,Finsch's duck,Chenonetta finschi,New Zealand,1500-1600,Hunting and predation by introduced polynesian rats.[120],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,2014(IUCN),,
260,Olson's petrel,Bulweria bifax,Saint Helena,1502,Hunting and introduced predators?[121],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,1988(IUCN),,
261,Saint Helena rail,Laterallus podarces,Saint Helena,1502,Probably hunting and introduced predators.[122],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,1988(IUCN),,
262,Saint Helena petrel,Pterodroma rupinarum,Saint Helena,1502,Probably deforestation and introduced mammals.[53],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
263,Saint Helena hoopoe,Upupa antaios,Saint Helena,1502,Possibly hunting and introduced predators.[123],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,1988(IUCN),,
264,Saint Helena crake,Zapornia astrictocarpus,Saint Helena,1502,Probably introduced predators.[124],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,1988(IUCN),,
265,Vespucci's giant rat,Noronhomys vespucii,"Fernando de Noronha Island, Brazil",1503,Undetermined.[125],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,2008(IUCN),,
266,Galápagos giant rat,Megaoryzomys curioi,"Santa Cruz,Galápagos Islands,Ecuador",1520-1950,Possibly introduced predators.[126],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,2008(IUCN),,
267,Puerto Rican hutia,Isolobodon portoricensis,"Hispaniola andGonâve;Introduced to Puerto Rico, Mona, andU.S. Virgin Islands",1525,Possibly predation by introduced black rats.[127],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,1994-2008(IUCN),,
268,Cayman Islands hutia,Capromys sp.,Cayman Islands,1525-1625,"Possibly hunting, introduced predators, and habitat loss caused by introducedungulates.[99]",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
269,Hispaniolan edible rat,Brotomys voratus,Hispaniola,1550-1670,Introducedrats.[128],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,1994(IUCN),,
270,Ascension night heron,Nycticorax olsoni,Ascension Island,1555,Probably predation by introduced cats and rats.[53],Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,,†N. olsoni,,,,,,,,
271,Hodgens's waterhen,Tribonyx hodgenorum,New Zealand,1600-1700,Hunting and predation by Polynesian rats.[129],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,2014(IUCN),,
272,Rodrigues blue pigeon,Alectroenas payandeei,Rodrigues,c. 1601,Possibly predation by introduced rats.[53],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,,,
273,Mauritius white-throated rail,Dryolimnas sp.,Mauritius,1602,Hunting and predation by introduced mammals.[53],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1638,,
274,Bermuda hawk,Bermuteo avivorus,Bermuda,1603,Possibly hunting and predation by introducedferal pigsand other animals.[130],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,2014(IUCN),,
275,Bermuda saw-whet owl,Aegolius gradyi,Bermuda,1609-1610,Habitat destruction and introduced predators.[53],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,16232014(IUCN)[131],,
276,Bermuda night heron,Nyctanassa carcinocatactes,Bermuda,1610,Possibly hunting and introduced predators.[132],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,2014(IUCN),,
277,Réunion blue pigeon,Alectroenas sp.,Réunion,1619,Probably hunting and predation by introduced cats.[53],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1704,,
278,Bermuda flicker,Colaptes oceanicus,Bermuda,1623,Probably predation by introduced cats.[53],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,,,
279,Eurasian aurochs,Bos primigenius primigenius,Mid-latitudeEurasia,1627,"Hunting, competition with, and diseases from domestic cattle. Domestic descendants survive worldwide, includingferal populations.[133]There are severalongoing projectstore-breedwild-type aurochs andreleasethem into the wild.",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,2008(IUCN),,
280,Ascension crake,Mundia elpenor,Ascension Island,1656,"Possibly introduction ofratsand cats, although it is not attested by the time they arrived in the 18th and 19th centuries.[134]",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1988(IUCN),,
281,Dodo,Raphus cucullatus,Mauritius,1662,Hunting.[136],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1988(IUCN),,
282,Larger Malagasy hippopotamus,Hippopotamus laloumena,Eastern Madagascar,1670-1950,Increased human and cattle pressure after the introduction ofprickly pearfarming.[83]Its specific separation from the common hippopotamus has been questioned.[137],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,,,
283,Réunion sheldgoose,Alopochen kervazoi,Réunion,1671-1672,Hunting and habitat destruction.[138],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,17101988(IUCN),,
284,Réunion kestrel,Falco duboisi,Réunion,1671-1672,Undetermined.[139],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,2004(IUCN),,
285,Réunion fody,Foudia delloni,Réunion,c. 1672,Probably predation by introduced rats.[140],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,2016(IUCN),,
286,Broad-billed parrot,Lophopsittacus mauritianus,Mauritius,1673-1675,Hunting.[141],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,16931988(IUCN),,
287,Réunion rail,Dryolimnas augusti,Réunion,1674,Probably hunting and introduced rats and cats.[142],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,2014(IUCN),,
288,Réunion pigeon,Nesoenas duboisi,Réunion,1674,Probably introduced rats and cats.[143],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1988(IUCN),,
289,Réunion night heron,Nycticorax duboisi,Réunion,1674,Hunting.[144],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1988(IUCN),,
290,Giant vampire bat,Desmodus draculae,Eastern South America;Central America(Pleistocene)[145],1675-1755,Undetermined.[146],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,,,
291,Mauritius sheldgoose,Alopochen mauritiana,Mauritius,1693,Hunting.[147],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,16981988(IUCN),,
292,Red rail,Aphanapteryx bonasia,Mauritius,1693,Hunting and predation by introduced cats.[148],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1988(IUCN),,
293,Mascarene coot,Fulica newtonii,Mauritius and Réunion,1693,Hunting.[149],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1988(IUCN),,
294,Mauritius night heron,Nycticorax mauritianus,Mauritius,1693,Probably hunting.[150],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1988(IUCN),,
295,Mascarene teal,Anas theodori,Mauritius; Réunion?,1696,Hunting.[151],Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,†A. theodori,,,,,,1988(IUCN),,
296,Imber's petrel,Pterodroma imberi,"Chatham Islands, New Zealand",1700-1800,Hunting and predation by introduced cats.[53],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,,,
297,Mascarene reed cormorant,Phalacrocorax africanus nanus,Mauritius and Réunion,1705,Probably hunting and predation by introduced cats.[53],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,,,
298,Guadeloupe parakeet,Psittacara labati,Guadeloupe,1724,Probably hunting.[152],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
299,Rodrigues petrel,Pterodroma sp.,Rodrigues,1725-1726,Predation by introduced cats and rats.[53],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,,,
300,Rodrigues rail,Erythromachus leguati,Rodrigues,1726,Hunting.[153],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
301,Rodrigues owl,Mascarenotus murivorus,Rodrigues,1726,"Probably hunting, deforestation, and predation by introduced animals.[154]",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
302,Rodrigues starling,Necropsar rodericanus,Rodrigues,1726,Undetermined.[155],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,17611988(IUCN),,
303,Rodrigues pigeon,Nesoenas rodericanus,Rodrigues,1726,Probably predation by introduced black rats.[156],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
304,Rodrigues night heron,Nycticorax megacephalus,Rodrigues,1726,Hunting.[157],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,17611988(IUCN),,
305,Mauritius wood pigeon,Columba thiriouxi,Mauritius,c. 1730,"Hunting, predation by introduced black rats, and deforestation.[53]",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,,,
306,Mauritius turtle dove,Nesoenas cicur,Mauritius,c. 1730,"Hunting, predation by introduced mammals, and deforestation.[53]",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,,,
307,Réunion swamphen,Porphyrio caerulescens,Réunion,c. 1730,Hunting.[158],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
308,Saddle-backed Mauritius giant tortoise,Cylindraspis inepta,Mauritius,c. 1735,Possibly hunting and introduced predators and competitors.[160],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1994(IUCN),,
309,Domed Mauritius giant tortoise,Cylindraspis triserrata,Mauritius,c. 1735,Possibly hunting and introduced predators and competitors.[161],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1994(IUCN),,
310,Corynanthe brachythyrsus,Corynanthe brachythyrsus,Cameroon,1746,Undetermined.[162],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1998(IUCN),,
311,Atlantic gray whale,Eschrichtius robustus,North Atlanticand theMediterranean,1760,Whaling. The same species survives in thePacific Ocean.[163],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,,,
312,Rodrigues parrot,Necropsittacus rodricanus,Rodrigues,1761,Hunting.[164],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
313,Rodrigues solitaire,Pezophaps solitaria,Rodrigues,1761,Hunting and predation by introduced cats.[165],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,17781988(IUCN),,
314,Steller's sea cow,Hydrodamalis gigas,Bering Sea; Northern Pacific coasts from Japan toBaja California(Pleistocene),1762-1763,"Hunting and reduction ofkelpas a result ofsea otterhunting, which caused proliferation of kelp-eatingsea urchins.[166]",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,17681986(IUCN),,
315,Réunion ibis,Threskiornis solitarius,Réunion,1763,Hunting.[167],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
316,Mauritius grey parrot,Lophopsittacus bensoni,Mauritius and Réunion,1764,Hunting.[168],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
317,Raiatea parakeet,Cyanoramphus ulietanus,"Raiatea, Society Islands,French Polynesia",1773,"Possibly deforestation, hunting, and predation by introduced species.[169]",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
318,Tanna ground dove,Alopecoenas ferrugineus,"Tanna, Vanuatu",1774,Hunting?[170],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
319,Raiatea starling,?Aplonis ulietensis,"Raiatea, Society Islands, French Polynesia",1774,Possibly predation by introduced rats.[171],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,18502016(IUCN),,
320,Tongatapu rail,Hypotaenidia hypoleucus,"Tongatapu, Tonga",1777,Undetermined.[53],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,,,
321,Moorea sandpiper,Prosobonia ellisi,"Moorea, Society Islands, French Polynesia",1777,Predation by introduced rats.[172],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
322,Tahiti sandpiper,Prosobonia leucoptera,"Tahiti, Society Islands, French Polynesia",1777,Predation by introduced rats.[173],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
323,Martinique amazon,Amazona martinicana,Martinique,1779,Probably hunting.[174],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
324,Guadeloupe amazon,Amazona violacea,Guadeloupe,1779,Hunting.[175],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
325,Tahiti crake,Zapornia nigra,"Tahiti, Society Islands, French Polynesia",1784,Possibly introduced predators.[176],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1988(IUCN),,
326,White swamphen,Porphyrio albus,"Lord Howe Island, Australia",1790,Hunting.[177],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,18341988(IUCN),,
327,Amsterdam wigeon,Mareca marecula,"AmsterdamandSaint Paul Island,French Southern and Antarctic Lands",1793,Hunting and predation by introduced rats.[53],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1874,,
328,Oceanic eclectus parrot,Eclectus infectus,Tonga and Vanuatu; Fiji?,1793,Probably hunting and predation by introduced mammals.[178],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,2014(IUCN),,
329,Bluebuck,Hippotragus leucophaeus,Overberg;South Africa(Pleistocene),1799-1800,"Vegetation change and disruption ofmigrationroutes after the Last Glacial Period, competition with domestic cattle,overhunting, and further habitat loss due to agriculture.[23]",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,,Hippotraginae,†H. leucophaeus,,,,,,1986(IUCN)[179],,
330,Domed Rodrigues giant tortoise,Cylindraspis peltastes,Rodrigues,c. 1800,Possibly hunting and introduced predators and competitors.[180],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,1994(IUCN),,
331,Saddle-backed Rodrigues giant tortoise,Cylindraspis vosmaeri,Rodrigues,c. 1800,Possibly hunting and introduced predators and competitors.[181],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,1994(IUCN),,
332,King Island emu,Dromaius minor,"King Island, Australia",1802,Hunting.[182],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,18051988(IUCN),,
333,Smooth handfish,Sympterichthys unipennis,SoutheasternTasmania?,1802,Fishing?[183],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,2020(IUCN),,
334,Wynberg conebush,Leucadendron grandiflorum,"Cape Peninsula, South Africa",1806,Probably habitat destruction.[184],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,2020(IUCN),,
335,Spotted green pigeon,Caloenas maculata,"Tahiti, French Polynesia?",1823,Hunting?[185],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,2008(IUCN),,
336,Maupiti monarch,Pomarea pomarea,"Maupiti, Society Islands, French Polynesia",1823,Probably introduced species.[186],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,1988(IUCN),,
337,Mysterious starling,Aplonis mavornata,"Mauke,Cook Islands",1825,Predation by introducedbrown rats.[187],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,1988(IUCN),,
338,ʻĀmaui,Myadestes woahensis,"Oahu, Hawaii, United States",1825,Possibly habitat destruction and introducedavian malaria.[188],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,1988(IUCN),,
339,Mauritius blue pigeon,Alectroenas nitidissimus,Mauritius,1826,Hunting and deforestation.[190],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,1988(IUCN),,
340,Kosrae crake,Zapornia monasa,"Kosrae,Micronesia",1827-1828,Predation by introduced rats.[191],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,1988(IUCN),,
341,Kosrae starling,Aplonis corvina,"Kosrae, Micronesia",1828,Probably predation by introduced rats.[192],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,18801988(IUCN),,
342,Bonin grosbeak,Carpodacus ferreorostris,"Bonin Islands, Japan",1828,Possibly deforestation and predation by introduced cats and rats.[193],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,18541988(IUCN),,
343,Bonin thrush,Zoothera terrestris,"Bonin Islands, Japan",1828,Probably predation by introduced cats and rats.[194],Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,18891988(IUCN),,
344,Tonga ground skink,Tachygyia microlepis,Tonga,c. 1829,"Habitat lossand predation by introduceddogs,pigs, and rats.[196]",Animalia,Chordata,Reptilia,Squamata,Scincidae,"TachygyiaMittleman, 1952",,,†T. microlepis,,,,,,1996(IUCN),,
345,Kangaroo Island emu,Dromaius baudinianus,"Kangaroo Island, Australia",1830-1836,Hunting.[197],Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,18371988(IUCN),†D. n. diemenensis,
346,Mascarene booby,Papasula sp.,Mauritius and Rodrigues,1832,Probably hunting and deforestation.[53],Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,,†D. n. diemenensis,
347,Delalande's coua,Coua delalandei,"Nosy Boraha, Madagascar",1834,Deforestation.[198],Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,1994(IUCN),†D. n. diemenensis,
348,Mascarene parrot,Mascarinus mascarin,Réunion,1834,Hunting.[199],Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,1988(IUCN),†D. n. diemenensis,
349,Atlas bear,Ursus arctos crowtheri,Northern Maghreb,1834,"Possibly habitat fragmentation.[200]Twohaplotypesare found in remains from theVandalandByzantineperiods: one shared withIberian bearsthat could have been introduced by humans, and another unique to Africa.[201]It is not known which type survived until more recent times.",Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,,†D. n. diemenensis,
350,Oʻahu ʻakialoa,Akialoa ellisana,"Oahu, Hawaii, United States",1837,Possibly habitat destruction and introduced disease.[202],Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,2016(IUCN),†D. n. diemenensis,
351,Hoopoe starling,Fregilupus varius,Réunion,1837,"Possibly introduced disease, hunting, and habitat degradation.[203]",Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,1988(IUCN),†D. n. diemenensis,
352,Oʻahu ʻōʻō,Moho apicalis,"Oahu, Hawaii, United States",1837,Habitat loss and introduction of disease-carryingmosquitos.[204],Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,1988(IUCN),†D. n. diemenensis,
353,Mauritius owl,Mascarenotus sauzieri,Mauritius,1837,"Possibly deforestation, hunting, and predation by introduced mammals.[205]",Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,18591988(IUCN),†D. n. diemenensis,
354,Oʻahu nukupuʻu,Hemignathus lucidus,"Oahu, Hawaii, United States",1838-1841,Undetermined.[206],Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,,,D. novaehollandiae,,,,,Palaeognathae,1890,†D. n. diemenensis,
